tx_id,customer_id,amount,compliance_label,latency_ms,fraud_risk_flag
6ecd2f32,CUST_6267,1124,0,277,0
d4fde9f7,CUST_7292,4318,1,293,0
9e1e8bc7,CUST_6503,1681,0,245,0
3c339f3d,CUST_7415,1666,0,151,0
47704fb9,CUST_4408,2723,1,216,0
795df0cb,CUST_4726,993,0,54,0
b73f866a,CUST_2342,2330,1,266,0
e97a689f,CUST_5427,1037,0,227,0
da96735c,CUST_5698,1552,0,121,0
19b43258,CUST_7831,2759,1,55,1
b5e99c22,CUST_2894,4392,1,274,0
f561cd74,CUST_5733,3019,1,174,1
c66f2294,CUST_5024,1525,0,228,1
2166d563,CUST_2549,2964,1,158,0
f526d208,CUST_7263,1138,0,67,0
d49bfa08,CUST_7896,3100,1,269,0
5cac2249,CUST_9015,777,0,228,0
d0e1d3ad,CUST_7168,499,0,170,0
83e18335,CUST_7455,1349,0,190,0
3b8023dc,CUST_5619,762,0,161,0
b820646f,CUST_6302,129,0,119,0
66803f35,CUST_4802,856,0,56,0
72f89e05,CUST_5338,4198,1,88,0
99c8eb7d,CUST_7144,4443,1,220,0
63d2c00f,CUST_4733,1362,0,169,0
5a26e073,CUST_6447,2042,1,194,0
83defbe6,CUST_2952,4044,1,84,0
f6c9d917,CUST_1365,4468,1,276,0
b373d16f,CUST_7741,4313,1,268,0
dceee5d8,CUST_6759,1264,0,233,1
a7883d09,CUST_2129,1319,0,224,0
e5fb18d3,CUST_8633,1004,0,149,0
83cccc15,CUST_1575,4876,1,57,0
7edfeb24,CUST_2643,3772,1,89,0
90f5e3da,CUST_3349,3478,1,191,1
921ccde4,CUST_5896,4306,1,298,0
84c9f468,CUST_5587,2804,1,51,0
40c95e1d,CUST_1025,1808,0,210,0
9d130bfc,CUST_3856,4957,1,168,0
26544496,CUST_8358,104,0,250,0
6df79669,CUST_5813,1587,0,225,0
d3b04281,CUST_2040,2425,1,142,0
d39772e7,CUST_7770,204,0,209,0
9b4bf646,CUST_6614,562,0,62,0
90cfb0cc,CUST_2890,4421,1,157,0
c1e8d551,CUST_3090,2548,1,70,0
a97a358f,CUST_5677,4712,1,241,0
881a1db7,CUST_3339,4270,1,102,0
cd6222ea,CUST_6190,2122,1,271,1
e50ba745,CUST_8153,3836,1,138,0
c1b2ad95,CUST_1254,415,0,229,0
70c7608e,CUST_3092,815,0,298,0
d33047bf,CUST_4472,3404,1,179,0
7fde905d,CUST_1809,1307,0,157,0
288d07d0,CUST_3317,206,0,113,0
1d38e21f,CUST_7410,2599,1,210,0
a1086cd4,CUST_1319,2414,1,168,0
e10fae06,CUST_1606,842,0,241,0
3e235c64,CUST_6122,2909,1,83,0
1504a106,CUST_9584,152,0,244,0
180837ef,CUST_1368,875,0,153,0
e03dc845,CUST_1257,3712,1,188,0
eb7bfe29,CUST_5133,2754,1,188,0
61ed4dda,CUST_7236,4183,1,247,0
a55edbda,CUST_9191,2722,1,228,0
a29c3d4e,CUST_1873,3050,1,151,0
930036a7,CUST_7075,261,0,283,1
656ae05f,CUST_4402,3436,1,200,0
f5fc4c4c,CUST_5981,1403,0,146,0
15c5af46,CUST_5195,4319,1,289,0
fe9317dd,CUST_3218,701,0,169,0
c80bab87,CUST_5244,3025,1,288,0
b4a8e2a0,CUST_4999,4024,1,75,0
c8360ea6,CUST_1511,3311,1,228,0
dedef885,CUST_7722,3242,1,139,0
d794fa07,CUST_1840,1540,0,126,0
2ddf0cee,CUST_5519,521,0,134,0
0752d488,CUST_8261,2188,1,257,0
2f46eb89,CUST_9416,1491,0,176,0
cffea597,CUST_6663,3678,1,93,0
4f58790c,CUST_1802,4877,1,160,0
f56f86a1,CUST_5908,4282,1,56,0
205ac746,CUST_5699,177,0,292,0
31f090c6,CUST_5071,4041,1,252,0
9d8b0bfd,CUST_8936,911,0,197,0
6fed2aef,CUST_2061,712,0,199,0
ba0db6c8,CUST_8659,3985,1,167,0
6c9a5534,CUST_1298,4265,1,168,0
6400de2d,CUST_1266,4876,1,61,0
64abf768,CUST_9818,1075,0,193,0
f57d38fc,CUST_7071,3308,1,241,0
3f8e6c83,CUST_8731,3830,1,240,0
27e4c3b2,CUST_1537,1617,0,93,0
261e0a4f,CUST_8614,711,0,204,0
e9c6ef8d,CUST_9629,3180,1,51,0
c9fc7986,CUST_3863,4322,1,134,1
e506971c,CUST_8063,118,0,168,0
8a06fb7a,CUST_3552,2161,1,240,0
6e51feb3,CUST_7703,1073,0,194,0
a1815ba2,CUST_4573,785,0,263,0
dcb9f440,CUST_5667,332,0,150,0
d7586f1b,CUST_9346,1665,0,64,0
cf197f40,CUST_4530,1093,0,249,0
c7f7ed87,CUST_8099,3698,1,72,0
10ad482f,CUST_3504,1672,0,265,0
4c39e8fc,CUST_1195,604,0,152,0
803db2ef,CUST_8553,3304,1,200,0
b5e2ea88,CUST_8762,2730,1,289,0
460f0db4,CUST_8706,3119,1,256,0
18c7b084,CUST_9235,3725,1,66,0
e0b096aa,CUST_5251,380,0,121,0
a5a76311,CUST_7263,1879,0,148,0
80a5e98d,CUST_2052,681,0,112,0
075008c6,CUST_1623,4704,1,206,0
6ec3a655,CUST_6269,3749,1,145,0
e183330f,CUST_9987,3984,1,235,0
e6a8e61f,CUST_5815,2255,1,134,0
277b0a96,CUST_8891,2900,1,95,0
83e597c0,CUST_3733,1652,0,189,0
fcc71854,CUST_3910,1918,0,170,0
bef9aba1,CUST_7402,2523,1,138,0
4f07f490,CUST_3040,2162,1,210,0
897cbef9,CUST_3519,4059,1,106,0
16f83212,CUST_7831,4513,1,56,0
d6d4330b,CUST_6108,218,0,62,0
faa5e1a9,CUST_7935,1173,0,93,0
5e570c84,CUST_1777,1211,0,102,0
5d0505c6,CUST_3679,4453,1,275,0
92ec8355,CUST_9512,2651,1,102,0
7c081048,CUST_3164,684,0,68,0
33085e02,CUST_7391,3903,1,281,0
bc4a92a0,CUST_1115,3655,1,230,0
24843859,CUST_2419,694,0,196,0
af48df27,CUST_3594,796,0,150,0
a545d011,CUST_6759,2283,1,210,0
a329d59e,CUST_4960,2101,1,259,0
6a424166,CUST_6166,4059,1,294,0
6b5a79d6,CUST_4652,3920,1,185,0
eaadc8e1,CUST_7277,2722,1,95,0
836e4b38,CUST_7451,1852,0,202,0
48555195,CUST_4130,1444,0,277,0
1d2e0b04,CUST_8968,386,0,271,0
f2637e28,CUST_4396,2855,1,108,0
6c1d9fb5,CUST_6242,3792,1,84,1
516a39d4,CUST_1886,1524,0,69,0
c56def8d,CUST_8436,3580,1,258,0
466cd4a3,CUST_7111,3353,1,294,0
51ceb067,CUST_5784,1811,0,88,0
c5ed7e5d,CUST_6879,967,0,236,0
79ceac41,CUST_9416,4581,1,197,0
307413cb,CUST_5450,1874,0,158,0
1f47fbc0,CUST_6226,3568,1,57,0
a7f7229f,CUST_7732,498,0,216,0
6514234a,CUST_3984,4586,1,107,0
ed6e2a37,CUST_6852,3069,1,261,0
01c6139b,CUST_3846,3559,1,162,1
009a634a,CUST_2843,1722,0,80,0
b6be0934,CUST_9679,3657,1,95,0
7df3a5c9,CUST_5114,2955,1,231,0
a6b2e57a,CUST_1787,4762,1,100,0
6cc881e2,CUST_9920,3879,1,125,0
b2e81790,CUST_8157,2693,1,115,0
5efa2484,CUST_2769,692,0,143,0
faa574e9,CUST_3847,2061,1,202,0
96994ca5,CUST_2203,1962,0,230,0
073ba389,CUST_5028,1016,0,168,0
889930bf,CUST_5938,1329,0,225,0
0cfdab23,CUST_7475,2404,1,209,0
b6785870,CUST_5093,2456,1,118,0
d624397b,CUST_7530,3426,1,242,0
cdf0f4a6,CUST_8267,2199,1,137,0
ba3f757f,CUST_9673,1712,0,159,0
1211d526,CUST_6133,1093,0,285,0
4ede96ae,CUST_1716,221,0,92,0
04fe8ce4,CUST_4601,4277,1,248,0
0bbab7d5,CUST_5990,2754,1,272,0
e1553641,CUST_7283,4255,1,223,0
815154d7,CUST_3510,2252,1,211,0
5be27b4e,CUST_7240,3134,1,241,0
749d7505,CUST_2802,4588,1,52,0
a8c0ebed,CUST_2617,4367,1,72,0
020c1238,CUST_8275,1533,0,102,0
e5616185,CUST_8055,1972,0,60,0
9ace15cd,CUST_9555,3550,1,188,0
205765b4,CUST_8963,2123,1,179,0
d5867857,CUST_6632,388,0,256,0
a94fdccf,CUST_5313,2902,1,277,0
fbc13fbc,CUST_6907,3662,1,87,0
1a97d636,CUST_4323,149,0,221,0
e7790d53,CUST_6121,4122,1,103,0
deedcc7d,CUST_1148,886,0,257,0
1e7103fd,CUST_1759,3369,1,238,0
b6175b60,CUST_1008,1099,0,211,0
96ff5adc,CUST_8752,4657,1,244,0
7960e52d,CUST_5204,660,0,240,0
906b246c,CUST_8073,320,0,266,0
7a9c5d6a,CUST_5483,777,0,101,1
26f327de,CUST_9901,171,0,189,0
3c28c889,CUST_5861,4845,1,279,0
1936b41f,CUST_4643,4202,1,168,0
2b3b8183,CUST_4329,3058,1,282,0
bc8ba929,CUST_8916,4048,1,226,0
45f41375,CUST_6664,2010,1,259,0
721add46,CUST_1211,859,0,72,0
e6b6152c,CUST_1319,2737,1,276,0
9c37d6e2,CUST_5074,3551,1,150,1
c30f0519,CUST_6735,4773,1,268,0
f3b64716,CUST_1326,1713,0,268,0
0078143c,CUST_5377,2615,1,274,0
065c2b06,CUST_5254,2731,1,116,0
9b243003,CUST_9010,3063,1,195,0
a665ce58,CUST_1325,4309,1,114,0
740e65e3,CUST_2050,3787,1,68,0
31d66473,CUST_7260,4937,1,269,0
4d590ae0,CUST_9458,2966,1,102,0
3ad64bda,CUST_3528,4725,1,180,0
810d50a8,CUST_9893,1686,0,290,0
4b048783,CUST_6080,2424,1,95,0
3e0938f0,CUST_7177,4268,1,75,0
fd7cc429,CUST_3135,4077,1,64,0
4b16050e,CUST_4927,4951,1,166,1
088fabe5,CUST_6435,1710,0,116,0
6df3c552,CUST_4419,3358,1,167,0
f1b2c313,CUST_1488,4601,1,192,0
26c44aa1,CUST_7815,2327,1,189,0
c377c683,CUST_6842,4016,1,51,0
223cef88,CUST_7361,4986,1,149,0
1f33e219,CUST_8934,3357,1,245,0
76f5d527,CUST_8640,3053,1,85,0
ed1577b8,CUST_5483,4721,1,191,0
4a752ce5,CUST_1331,1165,0,258,0
038b412d,CUST_3511,410,0,217,0
5d860d99,CUST_3341,2810,1,210,0
9aab9ddc,CUST_8835,4799,1,95,0
b20f512e,CUST_5939,1192,0,160,0
de924967,CUST_3467,2924,1,150,0
8ccf292e,CUST_4171,4425,1,274,0
07a684de,CUST_6329,1928,0,192,0
2f215e75,CUST_3295,1429,0,169,0
3b56c7ef,CUST_5953,4936,1,260,0
5908abff,CUST_3405,1840,0,77,0
e6c0b969,CUST_7615,446,0,206,0
18e0d436,CUST_3013,1481,0,169,0
c3be7bb5,CUST_1469,2673,1,279,0
e6781efa,CUST_1006,1641,0,270,0
e206d4e4,CUST_5471,1493,0,266,0
a5a4be06,CUST_3458,183,0,170,0
7e680c98,CUST_7765,4854,1,143,0
bb613461,CUST_9514,2073,1,69,0
d4290170,CUST_6112,3068,1,154,0
8c06bdb9,CUST_7897,2091,1,107,0
7e1ddfdf,CUST_6260,4849,1,107,0
770e8919,CUST_2016,4591,1,214,0
9e8348fa,CUST_2918,4609,1,110,0
bff6daa1,CUST_7225,2365,1,75,0
58597f03,CUST_3997,3818,1,89,1
054d00c1,CUST_4233,2807,1,206,0
22203791,CUST_1150,1895,0,134,0
b48734f1,CUST_8581,3989,1,129,0
6e074d37,CUST_7073,4094,1,191,0
1b0a2e15,CUST_1290,1234,0,207,0
3a8bf64e,CUST_5972,4976,1,223,0
d66a01a7,CUST_7966,4335,1,71,0
da68627e,CUST_3647,1573,0,67,0
867cabd9,CUST_7701,1627,0,175,0
3b18d8aa,CUST_2337,676,0,68,0
c21e7635,CUST_8204,4703,1,165,0
1e94491c,CUST_1241,2325,1,95,0
54d85eb4,CUST_2311,2308,1,293,0
a23b437b,CUST_7808,115,0,118,0
57bbab25,CUST_4940,1288,0,188,0
98b1f5f5,CUST_7773,3474,1,163,0
40eb97d5,CUST_9930,2071,1,140,0
588ffaa5,CUST_5776,4323,1,293,0
65634a0b,CUST_8007,2509,1,83,0
4c5ba4c5,CUST_5284,4006,1,193,0
29abda52,CUST_5578,3032,1,198,0
dfbc37ff,CUST_5242,3852,1,125,0
e6642b28,CUST_4812,4140,1,153,0
dd44a1d1,CUST_7856,4045,1,69,0
7512ec09,CUST_3158,406,0,263,0
18f4b90b,CUST_2014,896,0,242,0
82eb3c6b,CUST_9445,834,0,287,0
3e30b8c7,CUST_2953,4771,1,153,0
f4d124e9,CUST_2650,2928,1,213,0
6ae3e31e,CUST_9800,4662,1,190,0
93ce71e0,CUST_9352,4065,1,210,0
1de016d7,CUST_1836,2813,1,103,0
d2fb772c,CUST_3802,4160,1,284,0
dd02bb69,CUST_6365,2009,1,101,0
a9c6ccdb,CUST_3637,2715,1,226,0
0e1fe825,CUST_7358,2266,1,97,0
1bb3af95,CUST_9472,3630,1,285,0
bdda137f,CUST_2952,2369,1,62,0
8ef62dcc,CUST_3091,1406,0,279,1
86338630,CUST_9527,2473,1,54,0
26a55ba4,CUST_2811,1442,0,240,0
048f82b7,CUST_6568,790,0,56,0
32bbd59f,CUST_5615,2947,1,213,0
795cee64,CUST_4875,718,0,51,0
322319b0,CUST_4932,408,0,209,0
3b165ad9,CUST_4464,2171,1,235,0
642615fe,CUST_6212,4077,1,171,0
4c79c072,CUST_1374,4076,1,197,0
3862351c,CUST_6687,1009,0,240,0
1fc2b197,CUST_4602,4514,1,274,0
cd86b65c,CUST_1752,2493,1,83,0
86b0ddd4,CUST_7093,4393,1,254,0
f39c5cc0,CUST_2610,3042,1,120,0
c876bd44,CUST_4130,3629,1,74,1
c6834da4,CUST_8812,1282,0,144,0
f2e39cf8,CUST_4718,404,0,273,0
8767e8a2,CUST_8049,1188,0,203,0
008a4803,CUST_8616,2679,1,60,0
0ef31875,CUST_8736,1340,0,248,0
c4455496,CUST_9050,4328,1,150,0
f937a5ed,CUST_9739,1439,0,241,0
95830764,CUST_9630,4199,1,139,0
13885b92,CUST_2769,4829,1,242,0
6aa7c631,CUST_9012,4784,1,185,0
502bed79,CUST_4663,785,0,115,0
2f2b03f8,CUST_8644,1759,0,291,0
4db2ea85,CUST_3295,3130,1,153,0
43047775,CUST_6143,4503,1,132,0
94e16ef8,CUST_3951,3642,1,241,0
7f861af4,CUST_3772,1031,0,61,0
bdbbfa6f,CUST_3611,285,0,57,0
5d0e0c3f,CUST_7500,2648,1,144,1
e29dca9d,CUST_7156,2716,1,279,0
fda0ee72,CUST_1659,4797,1,167,0
5d3c981c,CUST_5331,3454,1,68,0
f749aa30,CUST_7022,1741,0,219,0
9240bae3,CUST_2660,2345,1,148,0
73c0e7df,CUST_1216,643,0,189,0
62f2ba70,CUST_4660,1899,0,258,0
94905033,CUST_4280,2641,1,231,0
99f6adcf,CUST_4875,531,0,296,0
256e087a,CUST_2509,4016,1,261,0
1c897194,CUST_4294,3053,1,63,0
c17a8950,CUST_4923,1961,0,154,0
c1f516e6,CUST_8115,381,0,187,0
8f5ffc62,CUST_8479,2712,1,252,0
5f6527d0,CUST_1201,3403,1,119,0
0b57e521,CUST_5244,1224,0,79,0
4c4edef7,CUST_9150,2910,1,120,0
9617177d,CUST_6779,4128,1,287,0
f455d5c0,CUST_3248,3961,1,267,0
a602ab0f,CUST_5118,4382,1,136,0
2e8b8ebf,CUST_7468,4188,1,236,0
084f8a68,CUST_4030,474,0,298,0
b2a148ce,CUST_3942,4974,1,58,0
a5a9555e,CUST_7179,4390,1,127,0
6e5607a3,CUST_6248,2641,1,73,0
a259adc6,CUST_1067,2843,1,124,0
7f3a7998,CUST_3799,1694,0,228,0
d4161835,CUST_8310,240,0,185,0
d6e75916,CUST_1547,180,0,82,0
ce001a7a,CUST_4807,3482,1,209,0
82e3e6ff,CUST_8065,3312,1,238,0
ee902be7,CUST_5375,4792,1,98,0
688f95fd,CUST_1490,596,0,98,0
507d78e4,CUST_9018,4200,1,93,0
5e4b5ae2,CUST_6160,4095,1,186,0
17b1d88a,CUST_8841,4255,1,130,0
270bdc63,CUST_8465,1873,0,273,0
3de1c56d,CUST_5197,301,0,171,0
00f02b99,CUST_9577,2887,1,82,0
5b2ec6a6,CUST_2636,688,0,220,0
eaf968a7,CUST_5965,2719,1,129,0
8dc8f217,CUST_8797,211,0,223,0
fcf7e767,CUST_8243,1394,0,272,0
ec306358,CUST_7574,3260,1,181,0
681b10c4,CUST_3797,2407,1,160,0
ebf661c6,CUST_5522,4250,1,131,0
c750fee8,CUST_3828,1751,0,136,0
6f8382f0,CUST_6563,423,0,269,0
69011e4f,CUST_6680,3607,1,118,0
37175b04,CUST_5192,1505,0,226,1
2067d590,CUST_6056,1979,0,278,0
c51dde3b,CUST_5471,3789,1,299,0
89903435,CUST_8706,1201,0,91,0
0b302daf,CUST_5666,1228,0,282,0
12667543,CUST_9726,3337,1,96,0
9d9f00d2,CUST_4362,491,0,279,0
3d5ff29d,CUST_2449,4122,1,152,0
b112569d,CUST_1671,3206,1,202,0
8f062ec6,CUST_2820,4113,1,125,0
ed2a76d3,CUST_6195,695,0,125,0
5ba56191,CUST_9386,3707,1,227,0
de927544,CUST_5669,3127,1,221,0
e8ac2601,CUST_7490,3626,1,194,0
ecc99a5a,CUST_5439,4310,1,290,0
6a6b5472,CUST_1643,4795,1,262,0
b0cede53,CUST_5000,298,0,55,0
90d88286,CUST_1143,102,0,96,0
eec59b38,CUST_7388,2033,1,89,0
db7cb3f0,CUST_6382,143,0,266,0
fbd9a302,CUST_5462,4514,1,149,0
35312688,CUST_7094,4015,1,66,0
aaa7af88,CUST_1906,4515,1,111,0
5048a678,CUST_7257,4374,1,104,0
dc80d6de,CUST_2240,2461,1,299,0
4ddcadfd,CUST_7057,520,0,151,0
d1de1beb,CUST_8852,4104,1,77,0
30cc975e,CUST_8187,1455,0,238,0
362d1885,CUST_1757,3566,1,94,0
08afbccc,CUST_5343,2437,1,257,0
4f42bb71,CUST_3844,1528,0,75,0
c726f80c,CUST_1433,2358,1,100,0
84cd3c49,CUST_2623,345,0,258,0
07657487,CUST_5767,1932,0,296,0
2a2cf19e,CUST_8615,1034,0,144,0
daebcdc1,CUST_4934,4483,1,183,0
d0cca32d,CUST_2142,2147,1,149,0
3c8a8320,CUST_8494,3463,1,143,1
6ea675a6,CUST_4711,342,0,136,0
31ba3663,CUST_3498,1391,0,85,0
41203b28,CUST_7586,4245,1,83,0
813c5a33,CUST_6442,883,0,135,0
23aca4d2,CUST_1330,4644,1,84,0
53481b08,CUST_9327,4018,1,132,0
41ea4dd3,CUST_1815,3157,1,83,0
ec6a3e50,CUST_9272,4756,1,298,0
110d2fe4,CUST_2672,1216,0,162,0
3a7a320a,CUST_7913,2457,1,78,0
d0cb4f3c,CUST_3031,1906,0,241,0
a7e99881,CUST_2612,4212,1,202,0
b0ca0216,CUST_6121,1767,0,66,0
ba97a0d7,CUST_5008,4820,1,130,0
365e3b53,CUST_7731,1791,0,55,0
b81ac3c1,CUST_8525,4833,1,191,0
7e90a3cc,CUST_4935,1496,0,288,0
df72c86f,CUST_1157,1345,0,295,0
2e6b7f8e,CUST_2799,3596,1,128,0
9e7fcac3,CUST_4824,4213,1,216,0
ae9d09f0,CUST_5392,3107,1,214,0
a017a712,CUST_9710,1362,0,183,0
f4cacdbd,CUST_4981,1502,0,137,0
b81c58a0,CUST_5757,3835,1,114,0
daa209cc,CUST_9130,4954,1,201,0
acbea75a,CUST_8029,2102,1,297,0
3c4c955b,CUST_9721,2766,1,293,0
c04f4151,CUST_1799,1241,0,89,0
66d0b371,CUST_5517,2809,1,263,0
57712608,CUST_1300,1705,0,202,0
1ba0e0d9,CUST_8820,681,0,276,0
21f41bed,CUST_9937,2893,1,281,0
3f470b6d,CUST_6418,2034,1,56,0
c697433e,CUST_5663,754,0,207,0
b249671f,CUST_7721,2692,1,230,0
883ff30b,CUST_1294,2422,1,54,0
1b17c674,CUST_1652,812,0,96,0
66129fc0,CUST_4921,3908,1,81,0
28798db6,CUST_9284,2934,1,227,0
8e658005,CUST_2931,3946,1,294,0
fe7f9f4f,CUST_2174,4205,1,88,0
cc71195d,CUST_9662,3846,1,79,0
c8cd1ba0,CUST_8668,4730,1,238,0
5a1707f7,CUST_7405,2436,1,238,0
d5a3ca34,CUST_2470,606,0,286,0
d424805a,CUST_3048,3928,1,222,0
6ddb4718,CUST_1210,4056,1,184,0
c2309feb,CUST_8883,2696,1,253,0
dfba0f91,CUST_3536,3442,1,207,0
4bdce8a2,CUST_1482,4289,1,193,0
b919ca3e,CUST_9481,2702,1,249,1
a2b72781,CUST_2449,768,0,75,0
5d43bc88,CUST_6384,1359,0,150,0
ccef1b5a,CUST_3404,443,0,70,0
c9146eaa,CUST_4000,843,0,291,0
45717796,CUST_7368,2909,1,119,0
3bff7121,CUST_3696,3853,1,118,0
fdf58962,CUST_5349,294,0,87,0
d9281c4b,CUST_4810,2609,1,220,0
7774952a,CUST_3793,3287,1,192,0
cacec076,CUST_1558,4034,1,247,0
2dd32940,CUST_6367,4541,1,201,0
c4034071,CUST_6234,1152,0,245,0
cb68b1a9,CUST_3584,3522,1,135,0
36f05f28,CUST_4299,1348,0,160,0
5bb439d2,CUST_6116,1859,0,182,0
b6070891,CUST_7908,201,0,185,0
d145c34c,CUST_9132,3760,1,123,0
69be3e45,CUST_4292,4103,1,198,0
e0f11ba4,CUST_2125,4117,1,117,1
388906ce,CUST_5837,2588,1,211,0
4e707e2d,CUST_1139,640,0,85,0
829009e6,CUST_9520,1025,0,212,0
2aeeb7cf,CUST_4310,4835,1,252,0
16319d0b,CUST_4597,3040,1,255,0
b9f6a5e1,CUST_3166,1813,0,118,0
c6fe7aa1,CUST_4189,544,0,253,0
258d0c5e,CUST_8696,3325,1,182,0
f2de71c6,CUST_2074,3326,1,201,0
6d366ddf,CUST_4957,3647,1,180,0
db340152,CUST_9040,3844,1,238,0
9ea822ec,CUST_9210,1690,0,77,0
d2470bc4,CUST_9321,269,0,254,0
0a49de74,CUST_8736,1475,0,104,0
73d864b0,CUST_1376,2473,1,191,0
534b5aa1,CUST_5086,2851,1,64,0
b17cb732,CUST_8988,1589,0,210,0
93fc44aa,CUST_8228,1233,0,221,0
254e055b,CUST_1493,3778,1,159,0
21f3baf7,CUST_7714,1516,0,134,0
e23af177,CUST_4515,3683,1,67,0
5af2bc6d,CUST_7628,3982,1,163,0
a59dbea7,CUST_9669,785,0,73,0
7702aaf8,CUST_6788,3801,1,143,0
06cba1d3,CUST_3980,2972,1,195,0
a94ccc5e,CUST_4715,3834,1,206,0
6250cb23,CUST_7778,1682,0,74,0
6949a458,CUST_4455,3907,1,99,1
971bd1df,CUST_4415,2371,1,290,0
6cf8b671,CUST_9162,2780,1,248,0
34fcb7fa,CUST_9900,3018,1,81,0
d5ea5fe9,CUST_5976,3837,1,202,0
f253d49e,CUST_2727,3296,1,84,0
7658265f,CUST_3959,4114,1,124,0
c1ef2e76,CUST_1015,1426,0,188,0
f2980d19,CUST_4533,3309,1,60,0
8262ae5e,CUST_9127,1197,0,140,0
08351fb3,CUST_5294,3638,1,263,0
6a276787,CUST_2977,2139,1,124,0
69088036,CUST_1603,4404,1,88,0
494c3050,CUST_9030,1776,0,70,0
a87484d2,CUST_5134,1104,0,251,0
ef71efd8,CUST_2339,3567,1,51,0
2ee73da0,CUST_8770,2278,1,122,0
0175ad4a,CUST_6934,139,0,247,0
a0868124,CUST_3246,2568,1,154,0
f4a6d810,CUST_8586,1019,0,81,0
6ea9a773,CUST_5941,2392,1,157,0
56441f70,CUST_2080,4413,1,171,0
1a0f4524,CUST_6303,3546,1,68,0
4aa6a9bb,CUST_3214,2201,1,119,0
b04eed06,CUST_4218,679,0,141,0
a0d5503a,CUST_3093,728,0,263,0
34f76c20,CUST_4683,2806,1,254,0
5ad17e89,CUST_1975,1840,0,186,0
8ed7b14e,CUST_5853,4758,1,178,0
7b89c8ab,CUST_7241,3940,1,290,0
94cd0291,CUST_3922,3982,1,225,0
5398e40e,CUST_7621,4045,1,154,0
8d086504,CUST_5483,4831,1,226,0
0b4c93ea,CUST_7829,4676,1,196,0
46b01abd,CUST_4968,2213,1,128,0
65d889ad,CUST_9477,1166,0,265,0
bd4bb78a,CUST_7334,1965,0,194,0
a30340fb,CUST_5918,4513,1,100,0
c8b73bae,CUST_2696,3351,1,155,0
1d90e5b7,CUST_2988,2712,1,64,0
faf26176,CUST_1703,2027,1,132,0
f23c72aa,CUST_4801,1278,0,75,0
790d88c8,CUST_5542,1915,0,130,0
09f6efa4,CUST_7105,2718,1,68,0
e52b24f8,CUST_5235,1446,0,114,0
a2aff877,CUST_8585,2146,1,244,0
513209b8,CUST_8259,1088,0,76,0
a8ec03cb,CUST_7559,833,0,162,0
3a3f2a2a,CUST_7977,1483,0,205,0
1614d1ea,CUST_4760,2380,1,57,0
da9ca363,CUST_5931,3685,1,187,0
023a60e6,CUST_8407,570,0,191,0
b9724e35,CUST_3314,3495,1,112,0
7d5a2c92,CUST_3183,2812,1,293,0
aad9b325,CUST_2820,3721,1,67,0
0c3732cd,CUST_6966,944,0,235,0
8d99fe0d,CUST_9720,1375,0,251,0
ac82ae25,CUST_3256,4567,1,150,0
766f3f5c,CUST_1969,996,0,58,0
343b5038,CUST_7284,487,0,186,0
c6e73cdf,CUST_1069,4092,1,154,0
3e50c968,CUST_9513,919,0,118,0
7c1cfb72,CUST_1568,3033,1,202,0
fba4b14e,CUST_8137,1823,0,272,1
5329f03f,CUST_4896,2100,1,190,0
d3f10c98,CUST_4968,2428,1,269,0
c1654e33,CUST_5952,2878,1,291,0
e61a8611,CUST_8031,2251,1,179,0
eaa9eb0e,CUST_2293,3163,1,246,0
a4148a5f,CUST_1889,487,0,119,0
4bfc01c9,CUST_7504,1367,0,244,0
d15cf40f,CUST_8557,522,0,277,0
187d6ded,CUST_9020,2936,1,84,0
6da8112a,CUST_1702,2452,1,174,0
ef1c5009,CUST_1521,2115,1,123,0
ef4f7045,CUST_1638,468,0,249,0
923fbc85,CUST_8030,987,0,164,0
452af3b6,CUST_1471,2293,1,181,0
5973abeb,CUST_4673,3224,1,163,0
d582422c,CUST_4378,1147,0,133,0
d1f293d4,CUST_4869,1960,0,234,0
c7fbf4de,CUST_2963,4630,1,232,0
d3b70eeb,CUST_5529,2129,1,107,0
2810436c,CUST_8531,4254,1,196,0
7727eed7,CUST_8437,1391,0,63,0
bd01f125,CUST_7352,1950,0,255,0
ebcf10bc,CUST_9547,419,0,170,0
bd710f42,CUST_3317,1465,0,218,0
239ec994,CUST_5822,3157,1,250,0
a2677831,CUST_6850,3216,1,285,0
d039bbfa,CUST_2362,2112,1,233,0
aa8a7edf,CUST_2259,4777,1,70,0
e61067e7,CUST_1415,1821,0,183,0
4543a5a9,CUST_7890,1061,0,266,0
21d07c41,CUST_6212,3358,1,179,0
c4c78f35,CUST_8181,1622,0,120,0
1cfa5942,CUST_9086,2404,1,146,0
662f2b59,CUST_6907,1605,0,256,0
942fdc26,CUST_8391,1254,0,180,0
d2155eb6,CUST_4018,3742,1,293,0
e947f2dc,CUST_2897,4775,1,60,0
e787bc8b,CUST_5524,864,0,145,0
41b93672,CUST_4562,4404,1,88,0
cbc39457,CUST_7739,1043,0,181,1
a261c942,CUST_5751,3593,1,231,0
ca65d21b,CUST_2058,1546,0,289,0
e7cf1cd5,CUST_4728,4130,1,72,0
83373d4e,CUST_3325,491,0,292,0
b2439089,CUST_6987,1289,0,231,0
230d52c4,CUST_4051,4636,1,151,0
f7259237,CUST_2436,4038,1,154,0
93cd6265,CUST_6346,1505,0,107,0
781fb553,CUST_7061,223,0,188,0
