transaction_id,customer,amount,is_compliant
TXN1704,Customer1704,43568,1
TXN1705,Customer1705,30092,1
TXN1706,Customer1706,77095,0
TXN1707,Customer1707,41238,1
TXN1708,Customer1708,22764,1
TXN1709,Customer1709,39871,1
TXN1710,Customer1710,38997,1
TXN1711,Customer1711,38944,1
TXN1712,Customer1712,32707,1
TXN1713,Customer1713,36743,1
TXN1714,Customer1714,45228,1
TXN1715,Customer1715,96370,0
TXN1716,Customer1716,75819,0
TXN1717,Customer1717,73758,0
TXN1718,Customer1718,56675,0
TXN1719,Customer1719,59395,0
TXN1720,Customer1720,95281,0
TXN1721,Customer1721,55429,0
TXN1722,Customer1722,48177,1
TXN1723,Customer1723,68838,0
TXN1724,Customer1724,20328,1
TXN1725,Customer1725,20802,1
TXN1726,Customer1726,50391,0
TXN1727,Customer1727,30422,1
TXN1728,Customer1728,56213,0
TXN1729,Customer1729,16017,1
TXN1730,Customer1730,80996,0
TXN1731,Customer1731,14280,1
TXN1732,Customer1732,59583,0
TXN1733,Customer1733,37895,1
TXN1734,Customer1734,67846,0
TXN1735,Customer1735,33974,1
TXN1736,Customer1736,88394,0
TXN1737,Customer1737,47873,1
TXN1738,Customer1738,80432,0
TXN1739,Customer1739,23348,1
TXN1740,Customer1740,39619,1
TXN1741,Customer1741,55385,0
TXN1742,Customer1742,77503,0
TXN1743,Customer1743,33982,1
TXN1744,Customer1744,20535,1
TXN1745,Customer1745,45754,1
TXN1746,Customer1746,92548,0
TXN1747,Customer1747,76885,0
TXN1748,Customer1748,16575,1
TXN1749,Customer1749,98192,0
TXN1750,Customer1750,36465,1
TXN1751,Customer1751,48159,1
TXN1752,Customer1752,21031,1
TXN1753,Customer1753,53758,0
TXN1754,Customer1754,63075,0
TXN1755,Customer1755,29597,1
TXN1756,Customer1756,17209,1
TXN1757,Customer1757,92694,0
TXN1758,Customer1758,75665,0
TXN1759,Customer1759,81420,0
TXN1760,Customer1760,76369,0
TXN1761,Customer1761,39810,1
TXN1762,Customer1762,92570,0
TXN1763,Customer1763,89090,0
TXN1764,Customer1764,27010,1
TXN1765,Customer1765,30603,1
TXN1766,Customer1766,45281,1
TXN1767,Customer1767,41359,1
TXN1768,Customer1768,16765,1
TXN1769,Customer1769,33678,1
TXN1770,Customer1770,32280,1
TXN1771,Customer1771,87770,0
TXN1772,Customer1772,76261,0
TXN1773,Customer1773,96657,0
TXN1774,Customer1774,43982,1
TXN1775,Customer1775,26641,1
TXN1776,Customer1776,82642,0
TXN1777,Customer1777,58038,0
TXN1778,Customer1778,63429,0
TXN1779,Customer1779,5176,1
TXN1780,Customer1780,99035,0
TXN1781,Customer1781,72258,0
TXN1782,Customer1782,7377,1
TXN1783,Customer1783,57128,0
TXN1784,Customer1784,50322,0
TXN1785,Customer1785,36210,1
TXN1786,Customer1786,20328,1
TXN1787,Customer1787,57962,0
TXN1788,Customer1788,69768,0
TXN1789,Customer1789,81144,0
TXN1790,Customer1790,96318,0
TXN1791,Customer1791,20586,1
TXN1792,Customer1792,15815,1
TXN1793,Customer1793,90053,0
TXN1794,Customer1794,96937,0
TXN1795,Customer1795,36233,1
TXN1796,Customer1796,95158,0
TXN1797,Customer1797,85230,0
TXN1798,Customer1798,64609,0
TXN1799,Customer1799,59955,0
TXN1800,Customer1800,79526,0
TXN1801,Customer1801,2858,1
TXN1802,Customer1802,87339,0
TXN1803,Customer1803,90410,0
TXN1804,Customer1804,47294,1
TXN1805,Customer1805,57122,0
TXN1806,Customer1806,7606,1
TXN1807,Customer1807,80424,0
TXN1808,Customer1808,64924,0
TXN1809,Customer1809,89650,0
TXN1810,Customer1810,96134,0
TXN1811,Customer1811,35014,1
TXN1812,Customer1812,26611,1
TXN1813,Customer1813,50457,0
TXN1814,Customer1814,97432,0
TXN1815,Customer1815,40435,1
TXN1816,Customer1816,20294,1
TXN1817,Customer1817,22709,1
TXN1818,Customer1818,37792,1
TXN1819,Customer1819,71065,0
TXN1820,Customer1820,65563,0
TXN1821,Customer1821,19473,1
TXN1822,Customer1822,41743,1
TXN1823,Customer1823,40732,1
TXN1824,Customer1824,17934,1
TXN1825,Customer1825,83061,0
TXN1826,Customer1826,97382,0
TXN1827,Customer1827,67394,0
TXN1828,Customer1828,91956,0
TXN1829,Customer1829,9170,1
TXN1830,Customer1830,46712,1
TXN1831,Customer1831,21109,1
TXN1832,Customer1832,58686,0
TXN1833,Customer1833,30305,1
TXN1834,Customer1834,16116,1
TXN1835,Customer1835,67482,0
TXN1836,Customer1836,57796,0
TXN1837,Customer1837,14901,1
TXN1838,Customer1838,28920,1
TXN1839,Customer1839,85957,0
TXN1840,Customer1840,78487,0
TXN1841,Customer1841,86242,0
TXN1842,Customer1842,35447,1
TXN1843,Customer1843,82587,0
TXN1844,Customer1844,94383,0
TXN1845,Customer1845,12857,1
TXN1846,Customer1846,74458,0
TXN1847,Customer1847,8720,1
TXN1848,Customer1848,94175,0
TXN1849,Customer1849,6859,1
TXN1850,Customer1850,60068,0
TXN1851,Customer1851,84239,0
TXN1852,Customer1852,76124,0
TXN1853,Customer1853,75343,0
TXN1854,Customer1854,14004,1
TXN1855,Customer1855,56368,0
TXN1856,Customer1856,51837,0
TXN1857,Customer1857,30031,1
TXN1858,Customer1858,11590,1
TXN1859,Customer1859,57588,0
TXN1860,Customer1860,35772,1
TXN1861,Customer1861,58072,0
TXN1862,Customer1862,65781,0
TXN1863,Customer1863,13424,1
TXN1864,Customer1864,36981,1
TXN1865,Customer1865,2968,1
TXN1866,Customer1866,89009,0
TXN1867,Customer1867,66657,0
TXN1868,Customer1868,28477,1
TXN1869,Customer1869,59189,0
TXN1870,Customer1870,60344,0
TXN1871,Customer1871,67225,0
TXN1872,Customer1872,50090,0
TXN1873,Customer1873,79616,0
TXN1874,Customer1874,44157,1
TXN1875,Customer1875,75379,0
TXN1876,Customer1876,89540,0
TXN1877,Customer1877,30142,1
TXN1878,Customer1878,80655,0
TXN1879,Customer1879,92943,0
TXN1880,Customer1880,45628,1
TXN1881,Customer1881,19206,1
TXN1882,Customer1882,19941,1
TXN1883,Customer1883,48629,1
TXN1884,Customer1884,50934,0
TXN1885,Customer1885,24541,1
TXN1886,Customer1886,81970,0
TXN1887,Customer1887,75708,0
TXN1888,Customer1888,97823,0
TXN1889,Customer1889,55786,0
TXN1890,Customer1890,76189,0
TXN1891,Customer1891,2569,1
TXN1892,Customer1892,61017,0
TXN1893,Customer1893,95858,0
TXN1894,Customer1894,65441,0
TXN1895,Customer1895,81729,0
TXN1896,Customer1896,87868,0
TXN1897,Customer1897,30332,1
TXN1898,Customer1898,399,1
TXN1899,Customer1899,10276,1
TXN1900,Customer1900,36182,1
TXN1901,Customer1901,8943,1
TXN1902,Customer1902,18608,1
TXN1903,Customer1903,81055,0
TXN1904,Customer1904,13771,1
TXN1905,Customer1905,64137,0
TXN1906,Customer1906,25986,1
TXN1907,Customer1907,83446,0
TXN1908,Customer1908,86290,0
TXN1909,Customer1909,7218,1
TXN1910,Customer1910,80262,0
TXN1911,Customer1911,23039,1
TXN1912,Customer1912,71052,0
TXN1913,Customer1913,69899,0
TXN1914,Customer1914,16309,1
TXN1915,Customer1915,56936,0
TXN1916,Customer1916,51462,0
TXN1917,Customer1917,85350,0
TXN1918,Customer1918,3305,1
TXN1919,Customer1919,86669,0
TXN1920,Customer1920,26468,1
TXN1921,Customer1921,49236,1
TXN1922,Customer1922,61827,0
TXN1923,Customer1923,75585,0
TXN1924,Customer1924,48956,1
TXN1925,Customer1925,81906,0
TXN1926,Customer1926,63915,0
TXN1927,Customer1927,80095,0
TXN1928,Customer1928,76202,0
TXN1929,Customer1929,98623,0
TXN1930,Customer1930,40311,1
TXN1931,Customer1931,12796,1
TXN1932,Customer1932,74018,0
TXN1933,Customer1933,69946,0
TXN1934,Customer1934,29825,1
TXN1935,Customer1935,46363,1
TXN1936,Customer1936,66198,0
TXN1937,Customer1937,62738,0
TXN1938,Customer1938,56188,0
TXN1939,Customer1939,79134,0
TXN1940,Customer1940,38343,1
TXN1941,Customer1941,33890,1
TXN1942,Customer1942,49056,1
TXN1943,Customer1943,409,1
TXN1944,Customer1944,4132,1
TXN1945,Customer1945,87538,0
TXN1946,Customer1946,91548,0
TXN1947,Customer1947,74603,0
TXN1948,Customer1948,14222,1
TXN1949,Customer1949,61618,0
TXN1950,Customer1950,21382,1
TXN1951,Customer1951,46094,1
TXN1952,Customer1952,47588,1
TXN1953,Customer1953,58369,0
TXN1954,Customer1954,17192,1
TXN1955,Customer1955,22239,1
TXN1956,Customer1956,61156,0
TXN1957,Customer1957,30921,1
TXN1958,Customer1958,16184,1
TXN1959,Customer1959,33631,1
TXN1960,Customer1960,98772,0
TXN1961,Customer1961,45278,1
TXN1962,Customer1962,91094,0
TXN1963,Customer1963,56750,0
TXN1964,Customer1964,75944,0
TXN1965,Customer1965,75720,0
TXN1966,Customer1966,97104,0
TXN1967,Customer1967,43235,1
TXN1968,Customer1968,81340,0
TXN1969,Customer1969,76239,0
TXN1970,Customer1970,87182,0
TXN1971,Customer1971,75675,0
TXN1972,Customer1972,33188,1
TXN1973,Customer1973,13816,1
TXN1974,Customer1974,63413,0
TXN1975,Customer1975,34591,1
TXN1976,Customer1976,11966,1
TXN1977,Customer1977,49772,1
TXN1978,Customer1978,62104,0
TXN1979,Customer1979,32027,1
TXN1980,Customer1980,95830,0
TXN1981,Customer1981,16796,1
TXN1982,Customer1982,74189,0
TXN1983,Customer1983,51709,0
TXN1984,Customer1984,41515,1
TXN1985,Customer1985,19231,1
TXN1986,Customer1986,4815,1
TXN1987,Customer1987,1478,1
TXN1988,Customer1988,15910,1
TXN1989,Customer1989,75334,0
TXN1990,Customer1990,97578,0
TXN1991,Customer1991,35453,1
TXN1992,Customer1992,1402,1
TXN1993,Customer1993,34763,1
TXN1994,Customer1994,58156,0
TXN1995,Customer1995,28838,1
TXN1996,Customer1996,54292,0
TXN1997,Customer1997,14450,1
TXN1998,Customer1998,43334,1
TXN1999,Customer1999,10634,1
TXN2000,Customer2000,26695,1
TXN2001,Customer2001,80496,0
TXN2002,Customer2002,91253,0
TXN2003,Customer2003,75243,0
TXN2004,Customer2004,6016,1
TXN2005,Customer2005,65494,0
TXN2006,Customer2006,57745,0
TXN2007,Customer2007,64030,0
TXN2008,Customer2008,73717,0
TXN2009,Customer2009,29287,1
TXN2010,Customer2010,873,1
TXN2011,Customer2011,38212,1
TXN2012,Customer2012,23296,1
TXN2013,Customer2013,27433,1
TXN2014,Customer2014,89862,0
TXN2015,Customer2015,74815,0
TXN2016,Customer2016,32421,1
TXN2017,Customer2017,48606,1
TXN2018,Customer2018,85688,0
TXN2019,Customer2019,9111,1
TXN2020,Customer2020,20589,1
TXN2021,Customer2021,21223,1
TXN2022,Customer2022,70490,0
TXN2023,Customer2023,54113,0
TXN2024,Customer2024,97638,0
TXN2025,Customer2025,5414,1
TXN2026,Customer2026,3986,1
TXN2027,Customer2027,62511,0
TXN2028,Customer2028,65500,0
TXN2029,Customer2029,42685,1
TXN2030,Customer2030,15934,1
TXN2031,Customer2031,71350,0
TXN2032,Customer2032,69596,0
TXN2033,Customer2033,13008,1
TXN2034,Customer2034,53445,0
TXN2035,Customer2035,484,1
TXN2036,Customer2036,20002,1
TXN2037,Customer2037,6982,1
TXN2038,Customer2038,5064,1
TXN2039,Customer2039,85260,0
TXN2040,Customer2040,98444,0
TXN2041,Customer2041,42238,1
TXN2042,Customer2042,76959,0
TXN2043,Customer2043,18560,1
TXN2044,Customer2044,10527,1
TXN2045,Customer2045,97241,0
TXN2046,Customer2046,15206,1
TXN2047,Customer2047,44582,1
TXN2048,Customer2048,84426,0
TXN2049,Customer2049,113,1
TXN2050,Customer2050,69521,0
TXN2051,Customer2051,79876,0
TXN2052,Customer2052,59313,0
TXN2053,Customer2053,56544,0
TXN2054,Customer2054,14377,1
TXN2055,Customer2055,11900,1
TXN2056,Customer2056,50712,0
TXN2057,Customer2057,70483,0
TXN2058,Customer2058,77181,0
TXN2059,Customer2059,98885,0
TXN2060,Customer2060,74999,0
TXN2061,Customer2061,65529,0
TXN2062,Customer2062,94727,0
TXN2063,Customer2063,62094,0
TXN2064,Customer2064,40682,1
TXN2065,Customer2065,67085,0
TXN2066,Customer2066,64199,0
TXN2067,Customer2067,13306,1
TXN2068,Customer2068,48366,1
TXN2069,Customer2069,86075,0
TXN2070,Customer2070,3829,1
TXN2071,Customer2071,95266,0
TXN2072,Customer2072,24082,1
TXN2073,Customer2073,93130,0
TXN2074,Customer2074,77111,0
TXN2075,Customer2075,1538,1
TXN2076,Customer2076,63886,0
TXN2077,Customer2077,77137,0
TXN2078,Customer2078,33561,1
TXN2079,Customer2079,45055,1
TXN2080,Customer2080,25376,1
TXN2081,Customer2081,69627,0
TXN2082,Customer2082,5555,1
TXN2083,Customer2083,56369,0
TXN2084,Customer2084,84097,0
TXN2085,Customer2085,47710,1
TXN2086,Customer2086,47194,1
TXN2087,Customer2087,27982,1
TXN2088,Customer2088,69568,0
TXN2089,Customer2089,2476,1
TXN2090,Customer2090,32492,1
TXN2091,Customer2091,80851,0
TXN2092,Customer2092,63331,0
TXN2093,Customer2093,42635,1
TXN2094,Customer2094,73497,0
TXN2095,Customer2095,84240,0
TXN2096,Customer2096,80560,0
TXN2097,Customer2097,22060,1
TXN2098,Customer2098,22755,1
TXN2099,Customer2099,79665,0
TXN2100,Customer2100,20647,1
TXN2101,Customer2101,83028,0
TXN2102,Customer2102,17078,1
TXN2103,Customer2103,28971,1
TXN2104,Customer2104,27139,1
TXN2105,Customer2105,71178,0
TXN2106,Customer2106,3320,1
TXN2107,Customer2107,53148,0
TXN2108,Customer2108,63161,0
TXN2109,Customer2109,33430,1
TXN2110,Customer2110,68851,0
TXN2111,Customer2111,64011,0
TXN2112,Customer2112,21619,1
TXN2113,Customer2113,30309,1
TXN2114,Customer2114,88294,0
TXN2115,Customer2115,44960,1
TXN2116,Customer2116,90132,0
TXN2117,Customer2117,77442,0
TXN2118,Customer2118,65208,0
TXN2119,Customer2119,4781,1
TXN2120,Customer2120,50324,0
TXN2121,Customer2121,70991,0
TXN2122,Customer2122,9057,1
TXN2123,Customer2123,43566,1
TXN2124,Customer2124,34350,1
TXN2125,Customer2125,31317,1
TXN2126,Customer2126,41304,1
TXN2127,Customer2127,71213,0
TXN2128,Customer2128,77888,0
TXN2129,Customer2129,68323,0
TXN2130,Customer2130,57710,0
TXN2131,Customer2131,66705,0
TXN2132,Customer2132,18548,1
TXN2133,Customer2133,79872,0
TXN2134,Customer2134,97139,0
TXN2135,Customer2135,57849,0
TXN2136,Customer2136,99549,0
TXN2137,Customer2137,55003,0
TXN2138,Customer2138,87072,0
TXN2139,Customer2139,7571,1
TXN2140,Customer2140,28112,1
TXN2141,Customer2141,51952,0
TXN2142,Customer2142,93618,0
TXN2143,Customer2143,90964,0
TXN2144,Customer2144,80161,0
TXN2145,Customer2145,21165,1
TXN2146,Customer2146,36762,1
TXN2147,Customer2147,54678,0
TXN2148,Customer2148,18961,1
TXN2149,Customer2149,94671,0
TXN2150,Customer2150,93593,0
TXN2151,Customer2151,58474,0
TXN2152,Customer2152,18838,1
TXN2153,Customer2153,70960,0
TXN2154,Customer2154,81190,0
TXN2155,Customer2155,2053,1
TXN2156,Customer2156,752,1
TXN2157,Customer2157,15310,1
TXN2158,Customer2158,33417,1
TXN2159,Customer2159,99823,0
TXN2160,Customer2160,32206,1
TXN2161,Customer2161,26432,1
TXN2162,Customer2162,23678,1
TXN2163,Customer2163,81691,0
TXN2164,Customer2164,4990,1
TXN2165,Customer2165,59844,0
TXN2166,Customer2166,78281,0
TXN2167,Customer2167,6151,1
TXN2168,Customer2168,17038,1
TXN2169,Customer2169,89419,0
TXN2170,Customer2170,97375,0
TXN2171,Customer2171,43161,1
TXN2172,Customer2172,99007,0
TXN2173,Customer2173,14545,1
TXN2174,Customer2174,41386,1
TXN2175,Customer2175,9721,1
TXN2176,Customer2176,83186,0
TXN2177,Customer2177,48772,1
TXN2178,Customer2178,21314,1
TXN2179,Customer2179,36584,1
TXN2180,Customer2180,80051,0
TXN2181,Customer2181,20654,1
TXN2182,Customer2182,93789,0
TXN2183,Customer2183,43984,1
TXN2184,Customer2184,33625,1
TXN2185,Customer2185,24988,1
TXN2186,Customer2186,692,1
TXN2187,Customer2187,7832,1
TXN2188,Customer2188,89901,0
TXN2189,Customer2189,68825,0
TXN2190,Customer2190,9953,1
TXN2191,Customer2191,28133,1
TXN2192,Customer2192,94509,0
TXN2193,Customer2193,56476,0
TXN2194,Customer2194,1385,1
TXN2195,Customer2195,40452,1
TXN2196,Customer2196,53914,0
TXN2197,Customer2197,27564,1
TXN2198,Customer2198,57474,0
TXN2199,Customer2199,75876,0
TXN2200,Customer2200,98878,0
TXN2201,Customer2201,87227,0
TXN2202,Customer2202,47462,1
TXN2203,Customer2203,27854,1
TXN2204,Customer2204,56526,0
TXN2205,Customer2205,68382,0
TXN2206,Customer2206,70684,0
TXN2207,Customer2207,42766,1
TXN2208,Customer2208,92846,0
TXN2209,Customer2209,59190,0
TXN2210,Customer2210,48225,1
TXN2211,Customer2211,59102,0
TXN2212,Customer2212,45514,1
TXN2213,Customer2213,58387,0
TXN2214,Customer2214,71794,0
TXN2215,Customer2215,15187,1
TXN2216,Customer2216,59871,0
TXN2217,Customer2217,90628,0
TXN2218,Customer2218,29767,1
TXN2219,Customer2219,52758,0
TXN2220,Customer2220,94669,0
TXN2221,Customer2221,90328,0
TXN2222,Customer2222,18916,1
TXN2223,Customer2223,24211,1
TXN2224,Customer2224,6555,1
TXN2225,Customer2225,65274,0
TXN2226,Customer2226,69112,0
TXN2227,Customer2227,56894,0
TXN2228,Customer2228,48445,1
TXN2229,Customer2229,60597,0
TXN2230,Customer2230,59900,0
TXN2231,Customer2231,32661,1
TXN2232,Customer2232,96103,0
TXN2233,Customer2233,99032,0
TXN2234,Customer2234,56195,0
TXN2235,Customer2235,54399,0
TXN2236,Customer2236,40409,1
TXN2237,Customer2237,39204,1
TXN2238,Customer2238,62139,0
TXN2239,Customer2239,15291,1
TXN2240,Customer2240,81513,0
TXN2241,Customer2241,77251,0
TXN2242,Customer2242,53997,0
TXN2243,Customer2243,60163,0
TXN2244,Customer2244,4278,1
TXN2245,Customer2245,96100,0
TXN2246,Customer2246,64737,0
TXN2247,Customer2247,35510,1
TXN2248,Customer2248,84568,0
TXN2249,Customer2249,16513,1
TXN2250,Customer2250,48622,1
TXN2251,Customer2251,35170,1
TXN2252,Customer2252,56007,0
TXN2253,Customer2253,25305,1
TXN2254,Customer2254,84981,0
TXN2255,Customer2255,46012,1
TXN2256,Customer2256,56476,0
TXN2257,Customer2257,7191,1
TXN2258,Customer2258,74885,0
TXN2259,Customer2259,90699,0
TXN2260,Customer2260,87348,0
TXN2261,Customer2261,51206,0
TXN2262,Customer2262,55857,0
TXN2263,Customer2263,946,1
TXN2264,Customer2264,74022,0
TXN2265,Customer2265,84579,0
TXN2266,Customer2266,14265,1
TXN2267,Customer2267,67643,0
TXN2268,Customer2268,25339,1
TXN2269,Customer2269,93339,0
TXN2270,Customer2270,5917,1
TXN2271,Customer2271,10137,1
TXN2272,Customer2272,4942,1
TXN2273,Customer2273,72949,0
TXN2274,Customer2274,62683,0
TXN2275,Customer2275,77221,0
TXN2276,Customer2276,43500,1
TXN2277,Customer2277,89924,0
TXN2278,Customer2278,14511,1
TXN2279,Customer2279,62319,0
TXN2280,Customer2280,85435,0
TXN2281,Customer2281,42441,1
TXN2282,Customer2282,78373,0
TXN2283,Customer2283,91133,0
TXN2284,Customer2284,54812,0
TXN2285,Customer2285,80927,0
TXN2286,Customer2286,20788,1
TXN2287,Customer2287,78222,0
TXN2288,Customer2288,72416,0
TXN2289,Customer2289,23185,1
TXN2290,Customer2290,14119,1
TXN2291,Customer2291,5492,1
TXN2292,Customer2292,82343,0
TXN2293,Customer2293,35868,1
TXN2294,Customer2294,92209,0
TXN2295,Customer2295,30665,1
TXN2296,Customer2296,33697,1
TXN2297,Customer2297,19702,1
TXN2298,Customer2298,52124,0
TXN2299,Customer2299,36294,1
TXN2300,Customer2300,83336,0
TXN2301,Customer2301,64187,0
TXN2302,Customer2302,79476,0
TXN2303,Customer2303,52260,0
TXN2304,Customer2304,32332,1
TXN2305,Customer2305,93752,0
TXN2306,Customer2306,61321,0
TXN2307,Customer2307,19857,1
TXN2308,Customer2308,89651,0
TXN2309,Customer2309,55903,0
TXN2310,Customer2310,46467,1
TXN2311,Customer2311,38178,1
TXN2312,Customer2312,51671,0
TXN2313,Customer2313,28517,1
TXN2314,Customer2314,2870,1
TXN2315,Customer2315,6764,1
TXN2316,Customer2316,51269,0
TXN2317,Customer2317,32393,1
TXN2318,Customer2318,18228,1
TXN2319,Customer2319,64301,0
TXN2320,Customer2320,83487,0
TXN2321,Customer2321,98568,0
TXN2322,Customer2322,57330,0
TXN2323,Customer2323,13282,1
TXN2324,Customer2324,25300,1
TXN2325,Customer2325,2080,1
TXN2326,Customer2326,99001,0
TXN2327,Customer2327,47177,1
TXN2328,Customer2328,70135,0
TXN2329,Customer2329,26733,1
TXN2330,Customer2330,39212,1
TXN2331,Customer2331,14187,1
TXN2332,Customer2332,56219,0
TXN2333,Customer2333,22478,1
TXN2334,Customer2334,14305,1
TXN2335,Customer2335,79094,0
TXN2336,Customer2336,48271,1
TXN2337,Customer2337,25310,1
TXN2338,Customer2338,12645,1
TXN2339,Customer2339,18059,1
TXN2340,Customer2340,50049,0
TXN2341,Customer2341,90309,0
TXN2342,Customer2342,75043,0
TXN2343,Customer2343,8727,1
TXN2344,Customer2344,57424,0
TXN2345,Customer2345,62557,0
TXN2346,Customer2346,38740,1
TXN2347,Customer2347,29194,1
TXN2348,Customer2348,92728,0
TXN2349,Customer2349,32206,1
TXN2350,Customer2350,17346,1
TXN2351,Customer2351,50542,0
TXN2352,Customer2352,7836,1
TXN2353,Customer2353,10422,1
TXN2354,Customer2354,18143,1
TXN2355,Customer2355,52984,0
TXN2356,Customer2356,45803,1
TXN2357,Customer2357,34605,1
TXN2358,Customer2358,55840,0
TXN2359,Customer2359,28886,1
TXN2360,Customer2360,10652,1
TXN2361,Customer2361,73365,0
TXN2362,Customer2362,93396,0
TXN2363,Customer2363,66042,0
TXN2364,Customer2364,55855,0
TXN2365,Customer2365,13614,1
TXN2366,Customer2366,61362,0
TXN2367,Customer2367,25835,1
TXN2368,Customer2368,45953,1
TXN2369,Customer2369,26497,1
TXN2370,Customer2370,93944,0
TXN2371,Customer2371,66283,0
TXN2372,Customer2372,47760,1
TXN2373,Customer2373,14118,1
TXN2374,Customer2374,33677,1
TXN2375,Customer2375,65535,0
TXN2376,Customer2376,4566,1
TXN2377,Customer2377,34606,1
TXN2378,Customer2378,45634,1
TXN2379,Customer2379,44364,1
TXN2380,Customer2380,65211,0
TXN2381,Customer2381,697,1
TXN2382,Customer2382,13808,1
TXN2383,Customer2383,5299,1
TXN2384,Customer2384,77646,0
TXN2385,Customer2385,80608,0
TXN2386,Customer2386,17280,1
TXN2387,Customer2387,60934,0
TXN2388,Customer2388,98173,0
TXN2389,Customer2389,84993,0
TXN2390,Customer2390,50780,0
TXN2391,Customer2391,27614,1
TXN2392,Customer2392,66065,0
TXN2393,Customer2393,62174,0
TXN2394,Customer2394,24940,1
TXN2395,Customer2395,1615,1
TXN2396,Customer2396,181,1
TXN2397,Customer2397,9249,1
TXN2398,Customer2398,84901,0
TXN2399,Customer2399,16493,1
TXN2400,Customer2400,14908,1
TXN2401,Customer2401,68984,0
TXN2402,Customer2402,2220,1
TXN2403,Customer2403,86675,0
TXN2404,Customer2404,90772,0
TXN2405,Customer2405,43127,1
TXN2406,Customer2406,64229,0
TXN2407,Customer2407,40597,1
TXN2408,Customer2408,50593,0
TXN2409,Customer2409,19007,1
TXN2410,Customer2410,563,1
TXN2411,Customer2411,28194,1
TXN2412,Customer2412,38135,1
TXN2413,Customer2413,40655,1
TXN2414,Customer2414,18414,1
TXN2415,Customer2415,94526,0
TXN2416,Customer2416,92076,0
TXN2417,Customer2417,14194,1
TXN2418,Customer2418,52687,0
TXN2419,Customer2419,37601,1
TXN2420,Customer2420,59951,0
TXN2421,Customer2421,32862,1
TXN2422,Customer2422,32404,1
TXN2423,Customer2423,25661,1
TXN2424,Customer2424,642,1
TXN2425,Customer2425,8167,1
TXN2426,Customer2426,86697,0
TXN2427,Customer2427,91488,0
TXN2428,Customer2428,86063,0
TXN2429,Customer2429,29074,1
TXN2430,Customer2430,18902,1
TXN2431,Customer2431,25248,1
TXN2432,Customer2432,47803,1
TXN2433,Customer2433,42639,1
TXN2434,Customer2434,30372,1
TXN2435,Customer2435,96443,0
TXN2436,Customer2436,27188,1
TXN2437,Customer2437,20666,1
TXN2438,Customer2438,57974,0
TXN2439,Customer2439,49645,1
TXN2440,Customer2440,70952,0
TXN2441,Customer2441,80322,0
TXN2442,Customer2442,52164,0
TXN2443,Customer2443,33484,1
TXN2444,Customer2444,12466,1
TXN2445,Customer2445,50590,0
TXN2446,Customer2446,72894,0
TXN2447,Customer2447,17032,1
TXN2448,Customer2448,23653,1
TXN2449,Customer2449,19451,1
TXN2450,Customer2450,98991,0
TXN2451,Customer2451,76596,0
TXN2452,Customer2452,33570,1
TXN2453,Customer2453,83990,0
TXN2454,Customer2454,25963,1
TXN2455,Customer2455,13204,1
TXN2456,Customer2456,52622,0
TXN2457,Customer2457,82959,0
TXN2458,Customer2458,50750,0
TXN2459,Customer2459,90550,0
TXN2460,Customer2460,55285,0
TXN2461,Customer2461,6305,1
TXN2462,Customer2462,582,1
TXN2463,Customer2463,32193,1
TXN2464,Customer2464,70604,0
TXN2465,Customer2465,83196,0
TXN2466,Customer2466,51679,0
TXN2467,Customer2467,38749,1
TXN2468,Customer2468,20064,1
TXN2469,Customer2469,61826,0
TXN2470,Customer2470,84568,0
TXN2471,Customer2471,21810,1
TXN2472,Customer2472,81120,0
TXN2473,Customer2473,1404,1
TXN2474,Customer2474,24229,1
TXN2475,Customer2475,99794,0
TXN2476,Customer2476,16109,1
TXN2477,Customer2477,58636,0
TXN2478,Customer2478,89577,0
TXN2479,Customer2479,78576,0
TXN2480,Customer2480,46804,1
TXN2481,Customer2481,87989,0
TXN2482,Customer2482,7239,1
TXN2483,Customer2483,64375,0
TXN2484,Customer2484,76873,0
TXN2485,Customer2485,50862,0
TXN2486,Customer2486,89973,0
TXN2487,Customer2487,55258,0
TXN2488,Customer2488,52354,0
TXN2489,Customer2489,29732,1
TXN2490,Customer2490,20499,1
TXN2491,Customer2491,14116,1
TXN2492,Customer2492,87459,0
TXN2493,Customer2493,63234,0
TXN2494,Customer2494,55930,0
TXN2495,Customer2495,9376,1
TXN2496,Customer2496,54550,0
TXN2497,Customer2497,72802,0
TXN2498,Customer2498,35647,1
TXN2499,Customer2499,10792,1
TXN2500,Customer2500,85842,0
TXN2501,Customer2501,16454,1
TXN2502,Customer2502,66467,0
TXN2503,Customer2503,35058,1
TXN2504,Customer2504,93171,0
TXN2505,Customer2505,17426,1
TXN2506,Customer2506,11411,1
TXN2507,Customer2507,87690,0
TXN2508,Customer2508,32690,1
TXN2509,Customer2509,69536,0
TXN2510,Customer2510,48478,1
TXN2511,Customer2511,19706,1
TXN2512,Customer2512,17354,1
TXN2513,Customer2513,83369,0
TXN2514,Customer2514,87773,0
TXN2515,Customer2515,67817,0
TXN2516,Customer2516,52330,0
TXN2517,Customer2517,99128,0
TXN2518,Customer2518,61905,0
TXN2519,Customer2519,79871,0
TXN2520,Customer2520,61210,0
TXN2521,Customer2521,87071,0
TXN2522,Customer2522,60053,0
TXN2523,Customer2523,76390,0
TXN2524,Customer2524,28213,1
TXN2525,Customer2525,20931,1
TXN2526,Customer2526,17283,1
